CompensationCurrency,GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,LanguageRecommendationSelect,CompensationAmount,ExchangeRate(USA),CompensationYearUSD,Density
,Male,United States,57,Employed full-time,,,Yes,,Other,Perfectly,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Physics,Less than a year,Python,,,,93.16
,Male,United States,33,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by non-profit or NGO,Yes,Some college/university study without earning a bachelor's degree,Biology,3 to 5 years,,115000,,,93.16
,Male,United States,39,Employed full-time,,,Yes,,Other,Fine,Employed by a company that performs advanced analytics,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,More than 10 years,,,,,93.16
,Female,United States,35,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Female,United States,23,"Independent contractor, freelancer, or self-employed",,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Master's degree,Computer Science,3 to 5 years,Python,,,,93.16
,Male,United States,47,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by company that makes advanced analytic software,Yes,Master's degree,Computer Science,3 to 5 years,,,,,93.16
,Male,United States,25,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Master's degree,Electrical Engineering,Less than a year,Matlab,,,,93.16
,Male,United States,50,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,Yes,Professional degree,,3 to 5 years,Python,160000,,,93.16
,Male,United States,23,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Electrical Engineering,3 to 5 years,Python,,,,93.16
,Male,United States,24,Employed part-time,,,Yes,,Data Scientist,Fine,Employed by college or university,,Some college/university study without earning a bachelor's degree,Mathematics or statistics,1 to 2 years,Python,,,,93.16
,Female,United States,27,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,Yes,Master's degree,Biology,3 to 5 years,R,,,,93.16
,Male,United States,35,Employed full-time,,,No,Yes,Researcher,Poorly,Employed by college or university,Sort of (Explain more),Doctoral degree,A humanities discipline,Less than a year,Python,,,,93.16
,Male,United States,25,Employed part-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by non-profit or NGO,No,Master's degree,Management information systems,1 to 2 years,Python,,,,93.16
,Male,United States,19,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Computer Science,1 to 2 years,Python,,,,93.16
,Male,United States,33,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by company that makes advanced analytic software,,Master's degree,A social science,3 to 5 years,Python,194000,,,93.16
,Male,United States,21,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Sort of (Explain more),Bachelor's degree,Computer Science,,Python,,,,93.16
,Male,United States,24,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Biology,1 to 2 years,Python,,,,93.16
,Female,United States,30,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by company that makes advanced analytic software,,Doctoral degree,,3 to 5 years,Python,,,,93.16
,Male,United States,58,"Independent contractor, freelancer, or self-employed",,,Yes,,Programmer,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Master's degree,Computer Science,More than 10 years,Python,100000,,,93.16
,Male,United States,21,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Bachelor's degree,Computer Science,,Python,,,,93.16
,Male,United States,26,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Master's degree,Engineering (non-computer focused),1 to 2 years,Python,,,,93.16
,Male,United States,15,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,No,,,,,,,,93.16
,Male,United States,40,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,A humanities discipline,More than 10 years,Python,,,,93.16
,Male,United States,20,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Some college/university study without earning a bachelor's degree,Computer Science,Less than a year,Python,,,,93.16
,Male,United States,34,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Mathematics or statistics,1 to 2 years,R,,,,93.16
,Male,United States,20,"Not employed, but looking for work",,,,,,,,Yes,Some college/university study without earning a bachelor's degree,Other,More than 10 years,Python,,,,93.16
,Male,United States,28,I prefer not to say,Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,No,Master's degree,,,Python,,,,93.16
,Male,United States,39,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Master's degree,A social science,3 to 5 years,R,100000,,,93.16
,Male,United States,28,"Not employed, but looking for work",,,,,,,,No,Master's degree,Computer Science,3 to 5 years,Python,,,,93.16
,Male,United States,25,Employed full-time,,,Yes,,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Bachelor's degree,Other,6 to 10 years,R,144,,,93.16
,Male,United States,38,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,No,Bachelor's degree,Computer Science,6 to 10 years,Python,,,,93.16
,Male,United States,30,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Doctoral degree,Computer Science,6 to 10 years,,,,,93.16
,Female,United States,30,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,A different identity,United States,31,Employed full-time,,,No,Yes,Computer Scientist,Fine,Employed by a company that performs advanced analytics,No,Bachelor's degree,Computer Science,I don't write code to analyze data,Python,,,,93.16
,Male,United States,66,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Other,3 to 5 years,Python,,,,93.16
,Female,United States,32,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,A health science,More than 10 years,Python,,,,93.16
,Female,United States,29,Employed full-time,,,Yes,,Data Scientist,Fine,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",,Master's degree,,3 to 5 years,SQL,100000,,,93.16
,Male,United States,38,Employed full-time,,,No,Yes,Other,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Engineering (non-computer focused),Less than a year,Python,,,,93.16
,Male,United States,50,"Independent contractor, freelancer, or self-employed",,,No,Yes,Engineer,Fine,Self-employed,No,Master's degree,Engineering (non-computer focused),Less than a year,Python,,,,93.16
,Male,United States,49,Employed full-time,,,No,Yes,Data Analyst,Poorly,"Employed by a company that doesn't perform advanced analytics,Employed by non-profit or NGO",No,Bachelor's degree,A social science,3 to 5 years,Python,,,,93.16
,Male,United States,58,"Independent contractor, freelancer, or self-employed",,,No,Yes,Software Developer/Software Engineer,Fine,Self-employed,Sort of (Explain more),Master's degree,Mathematics or statistics,Less than a year,Python,,,,93.16
,Female,United States,23,Employed full-time,,,Yes,,Business Analyst,Fine,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Sort of (Explain more),Bachelor's degree,Other,1 to 2 years,SQL,72000,,,93.16
,Male,United States,25,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Electrical Engineering,3 to 5 years,Python,,,,93.16
,Male,United States,38,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Management information systems,I don't write code to analyze data,Other,,,,93.16
,Male,United States,72,Retired,,,No,No,,,,,,,,,,,,93.16
,Male,United States,73,Retired,,,Yes,,Engineer,Fine,Employed by company that makes advanced analytic software,Sort of (Explain more),Master's degree,Electrical Engineering,More than 10 years,C/C++/C#,,,,93.16
,Male,United States,37,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by professional services/consulting firm,,Doctoral degree,Biology,More than 10 years,R,165000,,,93.16
,Male,United States,52,Employed full-time,,,No,Yes,Other,Poorly,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Some college/university study without earning a bachelor's degree,Computer Science,More than 10 years,R,,,,93.16
,Male,United States,30,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,54,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by professional services/consulting firm,,Master's degree,A social science,More than 10 years,Python,,,,93.16
,Male,United States,48,"Independent contractor, freelancer, or self-employed",,,Yes,,Software Developer/Software Engineer,Fine,Self-employed,No,Doctoral degree,Electrical Engineering,More than 10 years,Python,,,,93.16
,Male,United States,60,"Independent contractor, freelancer, or self-employed",,,No,Yes,Data Scientist,Perfectly,Employed by professional services/consulting firm,,Doctoral degree,Other,I don't write code to analyze data,Python,,,,93.16
,Male,United States,28,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,Yes,Bachelor's degree,A social science,,Python,,,,93.16
,Male,United States,25,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Computer Science,Less than a year,Python,,,,93.16
,Male,United States,36,Employed full-time,,,No,Yes,Other,Fine,Employed by college or university,Sort of (Explain more),Master's degree,Mathematics or statistics,Less than a year,R,,,,93.16
,Male,United States,29,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,No,Bachelor's degree,Biology,6 to 10 years,Python,161000,,,93.16
,Female,United States,31,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Master's degree,Electrical Engineering,6 to 10 years,R,72000,,,93.16
,Male,United States,71,"Independent contractor, freelancer, or self-employed",,,Yes,,Software Developer/Software Engineer,Poorly,Self-employed,Yes,Doctoral degree,,More than 10 years,Python,,,,93.16
,Male,United States,18,Employed part-time,,,Yes,,Statistician,Fine,Employed by company that makes advanced analytic software,Yes,Doctoral degree,Computer Science,3 to 5 years,Scala,,,,93.16
,Male,United States,30,Employed full-time,,,Yes,,Other,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Mathematics or statistics,3 to 5 years,Python,,,,93.16
,Male,United States,42,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by company that makes advanced analytic software,Sort of (Explain more),Master's degree,Physics,More than 10 years,R,,,,93.16
,Male,United States,47,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,39,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by company that makes advanced analytic software,,Master's degree,A humanities discipline,More than 10 years,R,140000,,,93.16
,Female,United States,45,"Independent contractor, freelancer, or self-employed",,,Yes,,Software Developer/Software Engineer,Fine,Self-employed,No,Master's degree,A social science,6 to 10 years,Python,,,,93.16
,Female,United States,38,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,39,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,,3 to 5 years,Python,,,,93.16
,Female,United States,63,Employed full-time,,,Yes,,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Computer Science,More than 10 years,Python,,,,93.16
,Male,United States,29,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Sort of (Explain more),Master's degree,Other,,Python,,,,93.16
,Male,United States,51,Employed full-time,,,Yes,,Engineer,Fine,Employed by a company that performs advanced analytics,Sort of (Explain more),Master's degree,Electrical Engineering,6 to 10 years,Python,,,,93.16
,Male,United States,30,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that performs advanced analytics,Yes,Master's degree,Mathematics or statistics,3 to 5 years,Python,100000,,,93.16
,Male,United States,44,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,68,Retired,,,Yes,,Scientist/Researcher,Fine,Self-employed,Yes,Doctoral degree,Computer Science,More than 10 years,Python,,,,93.16
,Male,United States,29,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by a company that doesn't perform advanced analytics,,Master's degree,"Information technology, networking, or system administration",3 to 5 years,Python,70000,,,93.16
,Male,United States,44,Employed full-time,,,Yes,,Other,Fine,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Yes,Some college/university study without earning a bachelor's degree,Computer Science,More than 10 years,SQL,73000,,,93.16
,Male,United States,27,Employed full-time,,,Yes,,Data Scientist,Fine,"Employed by government,Self-employed",,Master's degree,Engineering (non-computer focused),3 to 5 years,Python,102000,,,93.16
,Male,United States,33,Employed full-time,,,No,Yes,Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,No,Some college/university study without earning a bachelor's degree,I never declared a major,3 to 5 years,Python,,,,93.16
,Male,United States,28,Employed full-time,,,No,Yes,Data Scientist,Fine,Employed by professional services/consulting firm,,Doctoral degree,Computer Science,3 to 5 years,SQL,,,,93.16
,Male,United States,44,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by professional services/consulting firm,Yes,Master's degree,Other,3 to 5 years,SQL,112500,,,93.16
,Male,United States,28,Employed full-time,,,Yes,,Engineer,Fine,Employed by a company that performs advanced analytics,Yes,Master's degree,,More than 10 years,SQL,85000,,,93.16
,Male,United States,30,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by professional services/consulting firm,No,Master's degree,Mathematics or statistics,3 to 5 years,Python,107000,,,93.16
,Male,United States,37,Employed full-time,,,No,Yes,Other,Fine,"Employed by a company that doesn't perform advanced analytics,Employed by non-profit or NGO",No,Bachelor's degree,Physics,Less than a year,Python,,,,93.16
,Male,United States,57,"Not employed, but looking for work",,,,,,,,No,Master's degree,Engineering (non-computer focused),1 to 2 years,Julia,,,,93.16
,Male,United States,47,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by a company that performs advanced analytics,No,Master's degree,,More than 10 years,R,150000,,,93.16
,Male,United States,29,Employed full-time,,,Yes,,Data Scientist,Fine,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,Master's degree,Mathematics or statistics,6 to 10 years,Python,150000,,,93.16
,Male,United States,57,Employed full-time,,,No,Yes,Statistician,Fine,Employed by college or university,Yes,Doctoral degree,A humanities discipline,I don't write code to analyze data,Stata,,,,93.16
,Male,United States,26,Employed full-time,,,Yes,,Scientist/Researcher,Poorly,Employed by non-profit or NGO,No,Doctoral degree,Other,6 to 10 years,Python,90000,,,93.16
,Male,United States,30,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,Yes,Doctoral degree,Mathematics or statistics,More than 10 years,Python,70000,,,93.16
,Female,United States,30,Employed full-time,,,Yes,,Scientist/Researcher,Fine,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Sort of (Explain more),Doctoral degree,Biology,3 to 5 years,Python,75000,,,93.16
,Male,United States,54,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Female,United States,24,"Not employed, but looking for work",,,,,,,,No,Master's degree,Computer Science,1 to 2 years,,,,,93.16
,Male,United States,34,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that doesn't perform advanced analytics,,Master's degree,Mathematics or statistics,More than 10 years,Python,285000,,,93.16
,Male,United States,31,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Doctoral degree,Physics,More than 10 years,Python,,,,93.16
,Male,United States,46,Employed full-time,,,No,Yes,Engineer,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,Electrical Engineering,1 to 2 years,Python,,,,93.16
,Male,United States,54,Employed full-time,,,No,Yes,Other,Fine,Employed by a company that performs advanced analytics,Sort of (Explain more),Bachelor's degree,Electrical Engineering,3 to 5 years,R,,,,93.16
,Male,United States,33,"Independent contractor, freelancer, or self-employed",,,Yes,,Scientist/Researcher,Fine,Self-employed,Yes,Master's degree,Other,6 to 10 years,Python,150000,,,93.16
,Male,United States,47,Employed full-time,,,Yes,,Statistician,Poorly,Employed by company that makes advanced analytic software,Yes,Doctoral degree,Biology,6 to 10 years,SAS,130000,,,93.16
,Male,United States,37,Employed full-time,,,Yes,,Other,Fine,Employed by college or university,No,Master's degree,"Information technology, networking, or system administration",3 to 5 years,SQL,,,,93.16
,Male,United States,37,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Bachelor's degree,Mathematics or statistics,More than 10 years,,200000,,,93.16
,Male,United States,36,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,52,"Independent contractor, freelancer, or self-employed",,,Yes,,Statistician,Perfectly,Self-employed,No,Master's degree,Mathematics or statistics,More than 10 years,R,,,,93.16
,Male,United States,31,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Doctoral degree,Other,3 to 5 years,Python,132,,,93.16
,Male,United States,25,Employed full-time,,,Yes,,Researcher,Perfectly,Employed by college or university,Yes,Bachelor's degree,Computer Science,3 to 5 years,,,,,93.16
,Female,United States,29,"Independent contractor, freelancer, or self-employed",,,Yes,,Data Scientist,Fine,Employed by professional services/consulting firm,,Doctoral degree,Biology,6 to 10 years,Python,60000,,,93.16
,Female,United States,,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Doctoral degree,Mathematics or statistics,More than 10 years,Python,,,,93.16
,Male,United States,27,Employed full-time,,,No,Yes,Other,Fine,Employed by college or university,No,Bachelor's degree,,I don't write code to analyze data,R,,,,93.16
,Male,United States,35,Employed full-time,,,Yes,,Other,Fine,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",No,Doctoral degree,Physics,More than 10 years,Python,,,,93.16
,Male,United States,,Employed full-time,,,Yes,,Machine Learning Engineer,,Employed by a company that performs advanced analytics,No,Bachelor's degree,Computer Science,I don't write code to analyze data,Python,,,,93.16
,Male,United States,29,Employed full-time,,,Yes,,Other,Perfectly,Employed by college or university,Yes,Master's degree,Mathematics or statistics,3 to 5 years,Python,25000,,,93.16
,Male,United States,68,Retired,,,Yes,,Statistician,Fine,Employed by government,No,Doctoral degree,Psychology,More than 10 years,SQL,,,,93.16
,Female,United States,37,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Master's degree,Computer Science,Less than a year,Python,,,,93.16
,Male,United States,20,I prefer not to say,Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Some college/university study without earning a bachelor's degree,Computer Science,,Python,,,,93.16
,Female,United States,19,Employed part-time,,,Yes,,Researcher,Fine,Employed by a company that performs advanced analytics,Yes,Master's degree,Computer Science,3 to 5 years,,,,,93.16
,Male,United States,35,"Independent contractor, freelancer, or self-employed",,,Yes,,Data Scientist,Perfectly,Self-employed,,Bachelor's degree,Computer Science,More than 10 years,Python,60000,,,93.16
,Male,United States,41,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,27,Employed part-time,,,Yes,,Predictive Modeler,Poorly,Employed by college or university,Yes,Master's degree,A humanities discipline,3 to 5 years,R,,,,93.16
,Male,United States,23,Employed part-time,,,No,Yes,Researcher,Fine,Employed by college or university,No,Some college/university study without earning a bachelor's degree,Other,Less than a year,,,,,93.16
,Male,United States,56,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Computer Science,3 to 5 years,R,,,,93.16
,Male,United States,30,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Female,United States,21,Employed part-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,40,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by company that makes advanced analytic software,,Master's degree,Mathematics or statistics,More than 10 years,Python,225000,,,93.16
,Male,United States,27,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Computer Science,3 to 5 years,Python,,,,93.16
,Male,United States,29,Employed full-time,,,No,Yes,Other,Poorly,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Master's degree,Fine arts or performing arts,3 to 5 years,R,,,,93.16
,Female,United States,37,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,30,Employed full-time,,,Yes,,Other,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Master's degree,A social science,6 to 10 years,Python,160000,,,93.16
,Male,United States,27,Employed full-time,,,Yes,,Statistician,Fine,Employed by a company that performs advanced analytics,Yes,Master's degree,Mathematics or statistics,3 to 5 years,R,93500,,,93.16
,Male,United States,39,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,Computer Science,1 to 2 years,Python,,,,93.16
,Female,United States,28,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Doctoral degree,Engineering (non-computer focused),6 to 10 years,Python,,,,93.16
,Male,United States,37,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Master's degree,Computer Science,More than 10 years,Python,,,,93.16
,Female,United States,23,Employed part-time,,,No,Yes,Other,Fine,"Employed by a company that doesn't perform advanced analytics,Employed by non-profit or NGO",Sort of (Explain more),Master's degree,Psychology,3 to 5 years,R,,,,93.16
,Male,United States,26,Employed full-time,,,Yes,,Engineer,Perfectly,Employed by a company that performs advanced analytics,No,Master's degree,Engineering (non-computer focused),3 to 5 years,R,,,,93.16
,Male,United States,75,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Doctoral degree,Physics,More than 10 years,Python,,,,93.16
,Male,United States,20,"Not employed, but looking for work",,,,,,,,No,Some college/university study without earning a bachelor's degree,Computer Science,3 to 5 years,C/C++/C#,,,,93.16
,Male,United States,61,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that doesn't perform advanced analytics,,Doctoral degree,Physics,More than 10 years,Python,175000,,,93.16
,Female,United States,29,"Not employed, but looking for work",,,,,,,,No,Doctoral degree,Mathematics or statistics,1 to 2 years,Java,,,,93.16
,Male,United States,23,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,62,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,No,Master's degree,A social science,More than 10 years,SAS,,,,93.16
,Male,United States,36,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by non-profit or NGO,No,Master's degree,Management information systems,6 to 10 years,,108000,,,93.16
,Male,United States,22,Employed full-time,,,No,Yes,Other,Perfectly,Employed by a company that performs advanced analytics,No,Bachelor's degree,Psychology,1 to 2 years,Python,,,,93.16
,Male,United States,49,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,31,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Bachelor's degree,Computer Science,6 to 10 years,Python,,,,93.16
,Female,United States,33,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by college or university,Yes,Doctoral degree,Computer Science,6 to 10 years,Python,,,,93.16
,Male,United States,50,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Yes,Master's degree,Electrical Engineering,,Python,,,,93.16
,Male,United States,30,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Master's degree,,6 to 10 years,SQL,185000,,,93.16
,Female,United States,30,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by non-profit or NGO,Yes,Doctoral degree,Computer Science,6 to 10 years,,,,,93.16
,Male,United States,41,Employed full-time,,,No,Yes,Other,Fine,Employed by a company that performs advanced analytics,No,Bachelor's degree,Mathematics or statistics,1 to 2 years,R,,,,93.16
,Male,United States,35,Employed full-time,,,Yes,,Data Scientist,Perfectly,,,Doctoral degree,Physics,More than 10 years,Python,135000,,,93.16
,Male,United States,24,Employed full-time,,,Yes,,Data Scientist,Fine,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,Bachelor's degree,A social science,3 to 5 years,Python,,,,93.16
,Female,United States,41,Employed full-time,,,No,Yes,Business Analyst,Poorly,Employed by a company that doesn't perform advanced analytics,No,Some college/university study without earning a bachelor's degree,,Less than a year,SQL,,,,93.16
,Male,United States,41,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Female,United States,28,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,No,Master's degree,Computer Science,6 to 10 years,Python,,,,93.16
,Female,United States,,Employed full-time,,,Yes,,Other,Fine,Employed by a company that performs advanced analytics,Sort of (Explain more),Master's degree,A social science,More than 10 years,Python,,,,93.16
,Male,United States,25,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,Other,3 to 5 years,Python,,,,93.16
,Male,United States,37,"Not employed, and not looking for work",No,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Master's degree,Computer Science,,Python,,,,93.16
,Female,United States,50,Employed full-time,,,No,Yes,Other,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Master's degree,,More than 10 years,R,,,,93.16
,Male,United States,25,Employed full-time,,,Yes,,Other,Fine,Employed by college or university,Yes,Master's degree,Psychology,3 to 5 years,R,,,,93.16
,Male,United States,,Employed full-time,,,No,Yes,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Master's degree,Physics,Less than a year,Python,,,,93.16
,Male,United States,40,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,31,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Physics,I don't write code to analyze data,Python,,,,93.16
,Male,United States,34,Employed full-time,,,No,Yes,Other,Poorly,Employed by professional services/consulting firm,No,Bachelor's degree,Engineering (non-computer focused),1 to 2 years,Python,,,,93.16
,Male,United States,33,"Independent contractor, freelancer, or self-employed",,,Yes,,Other,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Master's degree,A humanities discipline,6 to 10 years,,0,,,93.16
,Male,United States,45,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by company that makes advanced analytic software,,Master's degree,Mathematics or statistics,3 to 5 years,,,,,93.16
,Female,United States,32,Employed full-time,,,Yes,,Data Scientist,Fine,"Employed by a company that performs advanced analytics,Employed by a company that doesn't perform advanced analytics",,Doctoral degree,Other,6 to 10 years,R,,,,93.16
,Male,United States,33,Employed full-time,,,No,No,,,,,,,,,,,,93.16
,Male,United States,29,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,Yes,Master's degree,Physics,1 to 2 years,Python,120000,,,93.16
,Male,United States,30,Employed full-time,,,Yes,,Data Analyst,Poorly,Employed by a company that performs advanced analytics,Yes,Master's degree,Electrical Engineering,3 to 5 years,Python,,,,93.16
,Male,United States,27,Employed full-time,,,Yes,,Data Analyst,Perfectly,Employed by a company that performs advanced analytics,No,Bachelor's degree,Psychology,3 to 5 years,SQL,64000,,,93.16
,Female,United States,46,Employed full-time,,,Yes,,Programmer,Fine,Employed by professional services/consulting firm,No,Master's degree,,6 to 10 years,,,,,93.16
,Male,United States,21,"Independent contractor, freelancer, or self-employed",,,No,No,,,,,,,,,,,,93.16
,Male,United States,42,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,Sort of (Explain more),Bachelor's degree,Computer Science,More than 10 years,Python,,,,93.16
,Male,United States,47,Employed full-time,,,Yes,,Statistician,Fine,Employed by company that makes advanced analytic software,Yes,Doctoral degree,Electrical Engineering,More than 10 years,,,,,93.16
,Male,United States,25,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Computer Science,Less than a year,Python,,,,93.16
,Female,United States,25,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that performs advanced analytics,No,Master's degree,,3 to 5 years,SQL,70000,,,93.16
,Male,United States,67,Retired,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Master's degree,Electrical Engineering,More than 10 years,C/C++/C#,,,,93.16
,Female,United States,53,Employed full-time,,,No,Yes,Other,Poorly,Employed by professional services/consulting firm,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,1 to 2 years,R,,,,93.16
,Male,United States,36,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Doctoral degree,Other,More than 10 years,Python,,,,93.16
